,NISCode,Fictious,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
51,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,70,5.0,250000.0,250000.0,300000.0,130.0,501.0,501.0
69,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,200,158.0,250000.0,328750.0,440000.0,100.0,165.0,225.0
78,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,222,21.0,754600.0,1200000.0,2050000.0,152.0,238.0,389.0
155,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,407,22.0,250000.0,320000.0,460000.0,72.0,120.0,178.0
492,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,1,7.0,600000.0,600000.0,600000.0,1995.0,3590.0,19020.0
495,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,4,6.0,15000.0,15000.0,15000.0,155.0,555.0,936.0
561,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,200,301.0,277500.0,356250.86,555000.0,130.0,195.0,296.0
570,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,222,31.0,300000.0,400000.0,680000.0,185.0,256.0,332.0
647,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,407,33.0,320000.0,490000.0,660000.0,80.0,110.0,159.0
789,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,70,33.0,487200.0,487200.0,487200.0,501.0,1804.0,3654.0
797,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,78,27.0,2123100.0,2123100.0,2123100.0,248.0,313.0,3240.0
807,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,200,189.0,180000.0,300000.0,410000.0,116.0,170.0,245.0
827,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,261,6.0,4325000.0,4325000.0,4325000.0,920.0,3991.0,6796.0
888,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,402,16.0,119295.0,119295.0,119295.0,683.5,894.5,1814.5
893,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,407,55.0,457500.0,1433437.5,2248687.5,90.0,140.0,230.0
924,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,460,12.0,179928.0,179928.0,179928.0,907.5,2374.5,4752.5
949,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,520,9.0,50.0,50.0,50.0,180.0,400.0,687.0
980,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,552,33.0,5000.0,1055905.5,2106811.0,278.0,618.0,1401.0
1053,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,PARTAGE,200,53.0,350000.0,400000.0,495000.0,125.0,155.0,240.0
1139,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,PARTAGE,407,10.0,200000.0,407500.0,650000.0,58.0,92.5,235.0
1233,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,4,10.0,2200.0,70000.0,150000.0,88.0,369.0,729.0
1243,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,17,5.0,47600.0,47600.0,47600.0,476.0,1047.0,1170.0
1281,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,70,8.0,12750.0,142700.0,784700.0,118.0,278.5,509.5
1299,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,200,475.0,240000.0,300000.0,400000.0,107.0,160.0,231.0
1303,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,204,8.0,15000.0,26500.0,340000.0,60.0,198.0,743.5
1308,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,222,40.0,400000.0,530000.0,675000.0,177.0,210.0,301.0
1385,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,407,62.0,227500.0,300000.0,400000.0,70.0,110.0,175.0
1476,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,1,7.0,22665.0,92500.0,347500.0,533.0,718.0,4080.0
1479,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,4,26.0,34700.0,81250.0,162500.0,136.0,255.5,499.0
1527,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,70,40.0,80000.0,152500.0,520000.0,96.5,250.0,555.5
1535,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,78,34.0,127795.5,221500.0,442309.0,230.0,280.5,455.0
1545,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,200,948.0,290000.0,395000.0,549000.0,110.0,161.0,250.0
