,NISCode,Fictious,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
51,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,70,7.0,155000.0,225000.0,295000.0,54.0,175.0,507.0
69,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,200,114.0,300000.0,390000.0,500000.0,125.0,185.0,292.0
73,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,204,7.0,10800.0,60000.0,608000.0,25.0,898.0,1176.0
78,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,222,6.0,242500.0,330000.0,800000.0,114.0,130.0,270.0
155,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,CESSION,407,12.0,310000.0,424476.38,500000.0,104.0,150.5,189.5
543,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,70,5.0,103000.0,103000.0,103000.0,239.0,292.0,367.0
561,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,200,187.0,180000.0,317500.0,450000.0,131.0,200.0,298.0
570,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,222,19.0,312500.0,580000.0,800000.0,153.0,194.0,333.0
647,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,DONATIMMEUB,407,20.0,230000.0,357250.0,475000.0,93.0,112.5,176.5
789,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,70,26.0,332830.0,827149.35,1321468.7,44.0,117.5,787.0
797,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,78,10.0,120000.0,354309.225,588618.45,524.0,593.0,952.0
807,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,200,186.0,375000.0,410000.0,565000.0,135.0,190.5,252.0
816,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,222,54.0,315000.0,632500.0,950000.0,155.0,222.0,368.0
893,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,407,56.0,176911.99,213455.995,250000.0,100.0,149.0,202.5
924,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,OTHER,460,16.0,263458.44,263458.44,263458.44,858.5,1671.0,2454.0
1053,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,PARTAGE,200,21.0,246000.0,365000.0,595029.38,122.0,151.0,227.0
1230,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,1,7.0,13149.0,29352.0,239429.0,2630.0,4025.0,5360.0
1233,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,4,11.0,20000.0,72500.0,125000.0,300.0,419.0,602.0
1299,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,200,412.0,250000.0,320000.0,432500.0,115.0,175.5,250.5
1303,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,204,9.0,51000.0,90000.0,350000.0,22.0,25.0,125.0
1308,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,222,30.0,420000.0,530000.0,620000.0,126.0,206.5,290.0
1323,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,265,6.0,40000.0,205000.0,250000.0,80.0,219.5,286.0
1385,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,SUCCNALAT,407,60.0,260000.0,320000.0,445500.0,85.0,132.0,210.0
1527,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,70,34.0,10710.0,130000.0,432000.0,96.0,150.0,315.0
1535,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,78,28.0,288500.0,385000.0,545000.0,145.0,237.0,343.0
1545,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,200,793.0,300000.0,395000.0,560000.0,105.0,155.0,240.0
1549,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,204,14.0,45000.0,55000.0,810000.0,21.0,114.0,363.0
1554,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,222,34.0,525000.0,675000.0,1000000.0,122.0,195.0,253.0
1569,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,265,18.0,650000.0,825000.0,1000000.0,150.0,283.5,480.0
1612,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,371,16.0,175000.0,670000.0,1350000.0,120.0,301.0,676.0
1626,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,402,8.0,220000.0,2435000.0,8100000.0,498.5,1086.0,1829.5
1631,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,407,99.0,330000.0,418500.0,534800.0,78.0,110.0,162.0
1706,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEIMMEUB,539,13.0,280000.0,450000.0,475000.0,101.0,250.5,488.0
1791,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,VENTEPUBIMMEUB,200,14.0,182151.0,241491.5,433364.5,80.0,131.0,195.0
1968,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,1,14.0,9674.5,50112.69,183716.45,557.0,1970.0,4190.0
1971,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,4,43.0,10500.0,72500.0,230500.0,255.0,336.0,540.0
2019,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,70,79.0,100000.0,155000.0,332830.0,89.0,169.0,439.0
2027,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,78,40.0,283000.0,385000.0,545000.0,178.5,292.0,568.0
2037,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,200,1763.0,270000.0,365000.0,500000.0,115.0,170.0,254.0
2040,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,203,7.0,300000.0,300000.0,300000.0,141.0,281.0,409.0
2041,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,204,68.0,37500.0,70000.0,604000.0,28.0,28.0,114.0
2046,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,222,148.0,425000.0,600000.0,800000.0,130.0,209.0,298.0
2057,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,261,6.0,250000.0,825000.0,1400000.0,396.0,639.0,962.0
2061,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,265,32.0,141750.0,250000.0,1000000.0,170.0,295.5,770.0
2103,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,370,5.0,340000.0,340000.0,340000.0,460.0,460.0,1535.0
2104,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,371,27.0,85000.0,470000.0,1350000.0,150.0,407.0,700.0
2118,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,402,12.0,220000.0,1170000.0,8100000.0,519.5,1011.0,1216.5
2123,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,407,254.0,285000.0,390000.0,500000.0,85.0,120.0,187.0
2154,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,460,16.0,263458.44,263458.44,263458.44,858.5,1671.0,2454.0
2198,4000,1,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,Region Brüssel-Hauptstadt,TOTAL,539,24.0,280000.0,450000.0,475000.0,101.0,246.0,519.0
2214,10000,0,Province d'Anvers,Provincie Antwerpen,Provinz Antwerpen,CESSION,1,52.0,35000.0,46575.0,90000.0,2109.0,3865.5,6448.5
2217,10000,0,Province d'Anvers,Provincie Antwerpen,Provinz Antwerpen,CESSION,4,23.0,244.07,244.07,244.07,35.0,420.0,721.0
2222,10000,0,Province d'Anvers,Provincie Antwerpen,Provinz Antwerpen,CESSION,9,14.0,4500.0,9750.0,15000.0,1863.0,2987.5,4560.0
2265,10000,0,Province d'Anvers,Provincie Antwerpen,Provinz Antwerpen,CESSION,70,142.0,9250.0,48124.0,129375.0,38.0,196.5,838.0
2273,10000,0,Province d'Anvers,Provincie Antwerpen,Provinz Antwerpen,CESSION,78,45.0,47649.1,135000.0,191000.0,415.0,645.0,857.0
