,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
561,11001,Aartselaar,Aartselaar,Aartselaar,DONATIMMEUB,200,6.0,299975.0,800000.0,1300000.0,248.0,447.5,1312.0
1299,11001,Aartselaar,Aartselaar,Aartselaar,SUCCNALAT,200,5.0,276500.0,400000.0,575000.0,445.0,450.0,913.0
1545,11001,Aartselaar,Aartselaar,Aartselaar,VENTEIMMEUB,200,37.0,324000.0,385000.0,472000.0,210.0,244.0,555.0
1968,11001,Aartselaar,Aartselaar,Aartselaar,TOTAL,1,6.0,25000.0,49000.0,135240.0,867.0,3379.0,4918.0
2019,11001,Aartselaar,Aartselaar,Aartselaar,TOTAL,70,6.0,33800.0,91900.0,150000.0,174.0,217.0,275.0
2027,11001,Aartselaar,Aartselaar,Aartselaar,TOTAL,78,8.0,4500.0,4500.0,4500.0,184.0,342.0,426.0
2037,11001,Aartselaar,Aartselaar,Aartselaar,TOTAL,200,68.0,312000.0,400000.0,494000.0,210.0,273.0,621.0
2283,11002,Anvers,Antwerpen,Antwerpen,CESSION,200,79.0,100000.0,225000.0,310000.0,110.0,175.0,276.0
2292,11002,Anvers,Antwerpen,Antwerpen,CESSION,222,9.0,350000.0,417000.0,490000.0,108.0,175.0,215.0
2775,11002,Anvers,Antwerpen,Antwerpen,DONATIMMEUB,200,85.0,190000.0,250000.0,325000.0,105.0,180.0,260.0
2779,11002,Anvers,Antwerpen,Antwerpen,DONATIMMEUB,204,10.0,30000.0,30000.0,30000.0,19.0,19.5,21.0
2784,11002,Anvers,Antwerpen,Antwerpen,DONATIMMEUB,222,9.0,300000.0,400000.0,575000.0,197.0,210.0,253.0
2861,11002,Anvers,Antwerpen,Antwerpen,DONATIMMEUB,407,9.0,295000.0,300000.0,450000.0,105.0,133.0,142.0
3021,11002,Anvers,Antwerpen,Antwerpen,OTHER,200,133.0,160000.0,225000.0,320000.0,140.0,198.0,285.0
3030,11002,Anvers,Antwerpen,Antwerpen,OTHER,222,27.0,390000.0,390000.0,390000.0,107.0,179.0,350.0
3107,11002,Anvers,Antwerpen,Antwerpen,OTHER,407,18.0,255000.0,420000.0,585000.0,96.0,139.0,175.0
3267,11002,Anvers,Antwerpen,Antwerpen,PARTAGE,200,14.0,168846.185,264000.0,348750.0,95.0,151.0,178.0
3444,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,1,8.0,600.0,14000.0,20000.0,972.0,6524.5,12018.0
3445,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,2,5.0,31830.0,31830.0,31830.0,2436.0,2436.0,2436.0
3447,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,4,5.0,110000.0,110000.0,110000.0,38.0,156.0,545.0
3513,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,200,218.0,200000.0,250000.0,327500.0,107.0,167.0,252.0
3517,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,204,16.0,12500.0,17250.0,19500.0,16.5,18.5,48.0
3522,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,222,15.0,388000.0,545000.0,730000.0,95.0,202.0,300.0
3599,11002,Anvers,Antwerpen,Antwerpen,SUCCNALAT,407,16.0,143750.0,251000.0,363500.0,77.5,114.0,145.5
