,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
1535,11001,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,VENTEIMMEUB,78,5.0,235000.0,315500.0,386000.0,300.0,300.0,304.0
1545,11001,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,VENTEIMMEUB,200,26.0,345000.0,375000.0,610000.0,228.0,266.0,440.0
2027,11001,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,TOTAL,78,6.0,235000.0,315500.0,386000.0,300.0,300.0,304.0
2037,11001,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,AARTSELAAR  1 AFD,TOTAL,200,51.0,320000.0,365000.0,533000.0,228.0,281.0,697.0
4251,11002,ANTWERPEN  1 AFD,ANTWERPEN  1 AFD,ANTWERPEN  1 AFD,TOTAL,200,5.0,246000.0,430000.0,925000.0,75.0,100.0,100.0
4337,11002,ANTWERPEN  1 AFD,ANTWERPEN  1 AFD,ANTWERPEN  1 AFD,TOTAL,407,5.0,177500.0,475500.0,770500.0,63.0,88.0,90.0
4497,11003,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,CESSION,200,9.0,258000.0,351000.0,380000.0,121.0,129.0,193.0
5727,11003,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,SUCCNALAT,200,6.0,440000.0,440000.0,440000.0,60.0,95.5,188.0
5973,11003,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,VENTEIMMEUB,200,33.0,245000.0,365000.0,502000.0,74.0,105.0,136.0
6465,11003,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,TOTAL,200,66.0,258000.0,365000.0,470000.0,70.0,110.5,141.0
6469,11003,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,TOTAL,204,5.0,268000.0,268000.0,268000.0,38.0,114.0,118.0
6551,11003,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,ANTWERPEN 21 AFD/BERCHEM  1 AFD/,TOTAL,407,5.0,330000.0,448000.0,495000.0,86.0,99.0,140.0
7203,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,DONATIMMEUB,200,5.0,340000.0,570000.0,800000.0,332.0,345.0,438.0
8118,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,VENTEIMMEUB,1,7.0,1000000.0,1100000.0,1200000.0,6.0,6.0,4602.0
8169,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,VENTEIMMEUB,70,9.0,213000.0,419000.0,625000.0,370.0,4477.0,4772.0
8187,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,VENTEIMMEUB,200,29.0,270000.0,362500.0,575000.0,208.0,303.0,733.0
8610,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,TOTAL,1,14.0,28000.0,90000.0,1000000.0,6.0,4602.0,6632.0
8611,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,TOTAL,2,6.0,25000.0,25000.0,25000.0,840.0,3225.0,4725.0
8661,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,TOTAL,70,9.0,213000.0,419000.0,625000.0,370.0,4477.0,4772.0
8679,11004,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,BOECHOUT  1 AFD/BOECHOUT/,TOTAL,200,55.0,281000.0,362500.0,545000.0,256.0,375.0,805.0
10401,11005,BOOM  1 AFD,BOOM  1 AFD,BOOM  1 AFD,VENTEIMMEUB,200,25.0,160000.0,187000.0,220000.0,70.0,130.0,181.0
10893,11005,BOOM  1 AFD,BOOM  1 AFD,BOOM  1 AFD,TOTAL,200,34.0,160000.0,187000.0,220000.0,70.0,130.0,194.0
12615,11006,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,VENTEIMMEUB,200,27.0,279000.0,337500.0,430000.0,73.0,100.0,161.0
12624,11006,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,VENTEIMMEUB,222,5.0,450000.0,450000.0,575000.0,186.0,191.0,218.0
13107,11006,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,TOTAL,200,50.0,279000.0,337500.0,394000.0,83.0,110.0,161.0
13116,11006,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,ANTWERPEN 24 AFD/BORGERHOUT  1/,TOTAL,222,9.0,450000.0,450000.0,575000.0,176.0,186.0,218.0
14583,11007,BORSBEEK,BORSBEEK,BORSBEEK,SUCCNALAT,200,6.0,220000.0,220000.0,220000.0,132.0,280.5,398.0
14829,11007,BORSBEEK,BORSBEEK,BORSBEEK,VENTEIMMEUB,200,12.0,162500.0,282000.0,397000.0,188.0,240.5,273.5
15321,11007,BORSBEEK,BORSBEEK,BORSBEEK,TOTAL,200,29.0,170000.0,257500.0,340000.0,193.0,255.0,312.0
15330,11007,BORSBEEK,BORSBEEK,BORSBEEK,TOTAL,222,5.0,150000.0,312500.0,475000.0,198.0,212.0,250.0
17025,11008,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,VENTEIMMEUB,70,13.0,150000.0,150000.0,150000.0,264.0,331.0,339.0
17043,11008,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,VENTEIMMEUB,200,23.0,355000.0,450000.0,569000.0,415.0,805.0,1718.0
17469,11008,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,TOTAL,4,8.0,30000.0,30000.0,30000.0,747.5,827.5,1167.5
17517,11008,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,TOTAL,70,18.0,150000.0,150000.0,150000.0,24.0,264.0,339.0
17525,11008,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,TOTAL,78,5.0,380000.0,380000.0,380000.0,1754.0,2560.0,3650.0
17535,11008,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,BRASSCHAAT  1 AFD,TOTAL,200,54.0,340000.0,375000.0,534500.0,365.0,614.0,1253.0
19239,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,VENTEIMMEUB,70,6.0,215000.0,222500.0,233250.0,1000.0,1288.0,1501.0
19257,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,VENTEIMMEUB,200,26.0,315000.0,413550.0,501500.0,900.0,1278.5,1520.0
19391,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,VENTEIMMEUB,503,5.0,64250.0,110000.0,182500.0,702.0,702.0,1294.0
19688,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,TOTAL,9,5.0,290000.0,290000.0,290000.0,2015.0,3017.0,7530.0
19731,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,TOTAL,70,11.0,215000.0,222500.0,233250.0,904.0,1100.0,1501.0
19749,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,TOTAL,200,44.0,312500.0,413550.0,516000.0,825.0,1245.5,1573.0
19883,11009,BRECHT  1 AFD,BRECHT  1 AFD,BRECHT  1 AFD,TOTAL,503,10.0,110000.0,110000.0,255000.0,702.0,1223.5,1495.0
21471,11010,RANST  3 AFD/BROECHEM/,RANST  3 AFD/BROECHEM/,RANST  3 AFD/BROECHEM/,VENTEIMMEUB,200,6.0,345000.0,433500.0,691000.0,326.0,631.5,1399.0
21953,11010,RANST  3 AFD/BROECHEM/,RANST  3 AFD/BROECHEM/,RANST  3 AFD/BROECHEM/,TOTAL,78,5.0,160000.0,167500.0,175000.0,441.0,500.0,530.0
21963,11010,RANST  3 AFD/BROECHEM/,RANST  3 AFD/BROECHEM/,RANST  3 AFD/BROECHEM/,TOTAL,200,16.0,370000.0,380000.0,482000.0,313.5,679.5,987.5
23685,11011,ZWIJNDRECHT  2 AFD/BURCHT/,ZWIJNDRECHT  2 AFD/BURCHT/,ZWIJNDRECHT  2 AFD/BURCHT/,VENTEIMMEUB,200,14.0,180000.0,236250.0,350000.0,140.0,213.0,275.0
24177,11011,ZWIJNDRECHT  2 AFD/BURCHT/,ZWIJNDRECHT  2 AFD/BURCHT/,ZWIJNDRECHT  2 AFD/BURCHT/,TOTAL,200,30.0,153000.0,220000.0,280000.0,140.0,200.5,272.0
25899,11012,ANTWERPEN 27 AFD/DEURNE  1 AFD/,ANTWERPEN 27 AFD/DEURNE  1 AFD/,ANTWERPEN 27 AFD/DEURNE  1 AFD/,VENTEIMMEUB,200,12.0,175000.0,192500.0,225000.0,104.0,113.0,134.5
26391,11012,ANTWERPEN 27 AFD/DEURNE  1 AFD/,ANTWERPEN 27 AFD/DEURNE  1 AFD/,ANTWERPEN 27 AFD/DEURNE  1 AFD/,TOTAL,200,16.0,175000.0,195000.0,235000.0,110.0,126.0,147.5
27867,11013,EDEGEM  1 AFD,EDEGEM  1 AFD,EDEGEM  1 AFD,SUCCNALAT,200,6.0,169290.0,197145.0,225000.0,126.0,243.5,274.0
28113,11013,EDEGEM  1 AFD,EDEGEM  1 AFD,EDEGEM  1 AFD,VENTEIMMEUB,200,38.0,330555.0,414250.0,535000.0,206.0,299.0,364.0
