,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
0,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,1,10.0,25000.0,34949.0,44898.0,3680.0,5618.0,8360.0
1,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,2,19.0,36400.0,200000.0,250000.0,3372.0,7049.0,14033.0
3,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,4,7.0,2120.6,6060.3,10000.0,33.0,185.0,628.0
51,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,70,84.0,7375.0,21250.0,108500.0,78.0,166.5,417.0
59,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,78,13.0,85000.0,85000.0,85000.0,836.0,973.0,2166.0
69,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,200,246.0,220000.0,300000.0,388369.89,165.0,273.0,555.0
78,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,222,11.0,270000.0,309000.0,500000.0,92.0,280.0,473.0
155,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,407,8.0,129122.0,231250.0,281800.0,67.5,93.5,131.0
492,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,1,41.0,100000.0,133500.0,150000.0,703.0,1312.0,5825.0
493,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,2,38.0,4410.0,12205.0,20000.0,1184.0,4992.5,14448.0
495,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,4,18.0,10000.0,150000.0,175000.0,446.0,735.5,1883.0
500,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,9,5.0,10000.0,10000.0,10000.0,1158.0,2360.0,2360.0
543,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,70,22.0,53320.0,117500.0,162500.0,308.0,418.0,1596.0
551,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,78,36.0,75000.0,215000.0,248000.0,397.5,422.5,782.0
561,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,200,264.0,230000.0,300000.0,405000.0,187.0,380.0,1035.0
565,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,204,24.0,27250.0,98000.0,381892.0,16.5,39.0,193.5
570,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,222,29.0,300000.0,365000.0,550000.0,192.0,259.0,390.0
647,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,407,10.0,200000.0,360000.0,500000.0,79.0,288.5,578.0
722,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,539,8.0,1828.31,125914.155,250000.0,90.0,1124.0,2114.0
739,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,2,19.0,55000.0,55000.0,55000.0,1272.0,2020.0,9741.0
789,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,70,90.0,375.0,22750.0,150000.0,125.0,301.0,1008.0
