,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
1,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,2,14.0,15480.0,15480.0,15480.0,1175.0,3487.5,12298.0
3,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,4,5.0,60000.0,60000.0,60000.0,100.0,370.0,745.0
8,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,9,8.0,400.0,90200.0,180000.0,625.0,1166.0,3092.0
51,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,70,43.0,29000.0,30256.0,36500.0,44.0,105.0,303.0
59,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,78,7.0,100000.0,210000.0,225000.0,20.0,258.0,723.0
69,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,200,190.0,230000.0,300000.0,400000.0,150.0,260.5,700.0
78,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,222,6.0,125434.0,375000.0,455000.0,72.0,153.0,256.0
155,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,CESSION,407,9.0,29678.95,583333.32,626750.0,90.0,110.0,130.0
315,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,COMMUNAUTE,200,815.0,197000.0,197000.0,197000.0,175.0,294.0,655.0
492,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,1,15.0,94059.5,161559.5,182500.0,1156.0,2734.0,9367.0
493,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,2,64.0,11630.0,67740.0,122454.0,7231.5,15771.0,20864.0
500,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,9,7.0,1500.0,1500.0,1500.0,2721.0,3459.0,6170.0
543,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,70,24.0,16730.84,150000.0,177500.0,587.0,1522.0,6315.0
551,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,78,26.0,122500.0,279000.0,310000.0,364.0,594.5,1370.0
561,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,200,236.0,220000.0,300000.0,375000.0,195.0,500.0,941.0
565,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,204,23.0,40000.0,40000.0,40000.0,18.0,40.0,252.0
570,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,222,31.0,369000.0,469127.0,630000.0,194.0,289.0,376.0
572,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,240,6.0,500000.0,500000.0,500000.0,2600.0,3100.5,4912.0
647,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,DONATIMMEUB,407,16.0,260000.0,300000.0,500000.0,127.0,177.5,244.5
789,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,70,56.0,22000.0,28300.0,33050.0,41.5,371.5,1415.5
797,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,78,49.0,2500.0,2500.0,2500.0,304.0,706.0,1507.0
807,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,200,328.0,250000.0,290000.0,385000.0,180.0,330.0,730.5
816,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,222,31.0,395000.0,395000.0,395000.0,134.0,212.0,394.0
968,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,539,15.0,2500.0,3750.0,11212.5,97.0,1677.0,4662.0
980,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,OTHER,552,22.0,6318.0,6318.0,6318.0,231.0,436.5,699.0
1053,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,PARTAGE,200,38.0,254000.0,320000.0,437500.0,147.0,423.5,842.0
1230,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,SUCCNALAT,1,70.0,24921.0,37197.0,50000.0,961.0,2845.0,6497.0
1231,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,SUCCNALAT,2,33.0,10000.0,14166.0,65520.0,910.0,3127.0,8705.0
1238,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,SUCCNALAT,9,26.0,2844.0,23318.64,140000.0,1225.0,2254.5,4902.0
1239,11000,Arrondissement d'Anvers,Arrondissement Antwerpen,Bezirk Antwerpen,SUCCNALAT,10,6.0,24831.0,24831.0,24831.0,160.0,537.0,965.0
